cycle,e,tick_emissions_Te
1575,gCO2e emissions,nil
1576,gCO2e emissions,nil
1577,gCO2e emissions,nil
1578,gCO2e emissions,nil
1579,gCO2e emissions,nil
1580,gCO2e emissions,nil
1581,gCO2e emissions,nil
1582,gCO2e emissions,nil
1583,gCO2e emissions,nil
1584,gCO2e emissions,nil
1585,gCO2e emissions,nil
1586,gCO2e emissions,nil
1587,gCO2e emissions,nil
1588,gCO2e emissions,nil
1589,gCO2e emissions,nil
1590,gCO2e emissions,nil
1591,gCO2e emissions,nil
1592,gCO2e emissions,nil
1593,gCO2e emissions,nil
1594,gCO2e emissions,nil
1595,gCO2e emissions,nil
1596,gCO2e emissions,nil
1597,gCO2e emissions,nil
1598,gCO2e emissions,nil
1599,gCO2e emissions,nil
1600,gCO2e emissions,nil
1601,gCO2e emissions,nil
1602,gCO2e emissions,nil
1603,gCO2e emissions,nil
1604,gCO2e emissions,nil
1605,gCO2e emissions,nil
1606,gCO2e emissions,nil
1607,gCO2e emissions,nil
1608,gCO2e emissions,nil
1609,gCO2e emissions,nil
1610,gCO2e emissions,nil
1611,gCO2e emissions,nil
1612,gCO2e emissions,nil
1613,gCO2e emissions,nil
1614,gCO2e emissions,nil
1615,gCO2e emissions,nil
1616,gCO2e emissions,nil
1617,gCO2e emissions,nil
1618,gCO2e emissions,nil
1619,gCO2e emissions,nil
1620,gCO2e emissions,nil
1621,gCO2e emissions,nil
1622,gCO2e emissions,nil
1623,gCO2e emissions,nil
1624,gCO2e emissions,nil
1625,gCO2e emissions,nil
1626,gCO2e emissions,nil
1627,gCO2e emissions,nil
1628,gCO2e emissions,nil
1629,gCO2e emissions,nil
1630,gCO2e emissions,nil
1631,gCO2e emissions,nil
1632,gCO2e emissions,nil
1633,gCO2e emissions,nil
1634,gCO2e emissions,nil
1635,gCO2e emissions,nil
1636,gCO2e emissions,nil
1637,gCO2e emissions,nil
1638,gCO2e emissions,nil
1639,gCO2e emissions,nil
1640,gCO2e emissions,nil
1641,gCO2e emissions,nil
1642,gCO2e emissions,nil
1643,gCO2e emissions,nil
1644,gCO2e emissions,nil
1645,gCO2e emissions,nil
1646,gCO2e emissions,nil
1647,gCO2e emissions,nil
1648,gCO2e emissions,nil
1649,gCO2e emissions,nil
1650,gCO2e emissions,nil
1651,gCO2e emissions,nil
1652,gCO2e emissions,nil
1653,gCO2e emissions,nil
1654,gCO2e emissions,nil
1655,gCO2e emissions,nil
1656,gCO2e emissions,nil
1657,gCO2e emissions,nil
1658,gCO2e emissions,nil
1659,gCO2e emissions,nil
1660,gCO2e emissions,nil
1661,gCO2e emissions,nil
1662,gCO2e emissions,nil
1663,gCO2e emissions,nil
1664,gCO2e emissions,nil
1665,gCO2e emissions,nil
1666,gCO2e emissions,nil
1667,gCO2e emissions,nil
1668,gCO2e emissions,nil
1669,gCO2e emissions,nil
1670,gCO2e emissions,nil
1671,gCO2e emissions,nil
1672,gCO2e emissions,nil
1673,gCO2e emissions,nil
1674,gCO2e emissions,nil
1675,gCO2e emissions,nil
1676,gCO2e emissions,nil
1677,gCO2e emissions,nil
1678,gCO2e emissions,nil
1679,gCO2e emissions,nil
1680,gCO2e emissions,nil
1681,gCO2e emissions,nil
1682,gCO2e emissions,nil
1683,gCO2e emissions,nil
1684,gCO2e emissions,nil
1685,gCO2e emissions,nil
1686,gCO2e emissions,nil
1687,gCO2e emissions,nil
1688,gCO2e emissions,nil
1689,gCO2e emissions,nil
1690,gCO2e emissions,nil
1691,gCO2e emissions,nil
1692,gCO2e emissions,nil
1693,gCO2e emissions,nil
1694,gCO2e emissions,nil
1695,gCO2e emissions,nil
1696,gCO2e emissions,nil
1697,gCO2e emissions,nil
1698,gCO2e emissions,nil
1699,gCO2e emissions,nil
1700,gCO2e emissions,nil
1701,gCO2e emissions,nil
1702,gCO2e emissions,nil
1703,gCO2e emissions,nil
1704,gCO2e emissions,nil
1705,gCO2e emissions,nil
1706,gCO2e emissions,nil
1707,gCO2e emissions,nil
1708,gCO2e emissions,nil
1709,gCO2e emissions,nil
1710,gCO2e emissions,nil
1711,gCO2e emissions,nil
1712,gCO2e emissions,nil
1713,gCO2e emissions,nil
1714,gCO2e emissions,nil
1715,gCO2e emissions,nil
1716,gCO2e emissions,nil
1717,gCO2e emissions,nil
1718,gCO2e emissions,nil
1719,gCO2e emissions,nil
1720,gCO2e emissions,nil
1721,gCO2e emissions,nil
1722,gCO2e emissions,nil
1723,gCO2e emissions,nil
1724,gCO2e emissions,nil
1725,gCO2e emissions,nil
1726,gCO2e emissions,nil
1727,gCO2e emissions,nil
1728,gCO2e emissions,nil
1729,gCO2e emissions,nil
1730,gCO2e emissions,nil
1731,gCO2e emissions,nil
1732,gCO2e emissions,nil
1733,gCO2e emissions,nil
1734,gCO2e emissions,nil
1735,gCO2e emissions,nil
1736,gCO2e emissions,nil
1737,gCO2e emissions,nil
1738,gCO2e emissions,nil
1739,gCO2e emissions,nil
1740,gCO2e emissions,nil
1741,gCO2e emissions,nil
1742,gCO2e emissions,nil
1743,gCO2e emissions,nil
1744,gCO2e emissions,nil
1745,gCO2e emissions,nil
1746,gCO2e emissions,nil
1747,gCO2e emissions,nil
1748,gCO2e emissions,nil
1749,gCO2e emissions,nil
1750,gCO2e emissions,nil
1751,gCO2e emissions,nil
1752,gCO2e emissions,nil
1753,gCO2e emissions,nil
1754,gCO2e emissions,nil
1755,gCO2e emissions,nil
1756,gCO2e emissions,nil
1757,gCO2e emissions,nil
1758,gCO2e emissions,nil
1759,gCO2e emissions,nil
1760,gCO2e emissions,nil
1761,gCO2e emissions,nil
1762,gCO2e emissions,nil
1763,gCO2e emissions,nil
1764,gCO2e emissions,nil
1765,gCO2e emissions,nil
1766,gCO2e emissions,nil
1767,gCO2e emissions,nil
1768,gCO2e emissions,nil
1769,gCO2e emissions,nil
1770,gCO2e emissions,nil
1771,gCO2e emissions,nil
1772,gCO2e emissions,nil
1773,gCO2e emissions,nil
1774,gCO2e emissions,nil
1775,gCO2e emissions,nil
1776,gCO2e emissions,nil
1777,gCO2e emissions,nil
1778,gCO2e emissions,nil
1779,gCO2e emissions,nil
1780,gCO2e emissions,nil
1781,gCO2e emissions,nil
1782,gCO2e emissions,nil
1783,gCO2e emissions,nil
1784,gCO2e emissions,nil
1785,gCO2e emissions,nil
1786,gCO2e emissions,nil
1787,gCO2e emissions,nil
1788,gCO2e emissions,nil
1789,gCO2e emissions,nil
1790,gCO2e emissions,nil
1791,gCO2e emissions,nil
1792,gCO2e emissions,nil
1793,gCO2e emissions,nil
1794,gCO2e emissions,nil
1795,gCO2e emissions,nil
1796,gCO2e emissions,nil
1797,gCO2e emissions,nil
1798,gCO2e emissions,nil
1799,gCO2e emissions,nil
1800,gCO2e emissions,nil
1801,gCO2e emissions,nil
1802,gCO2e emissions,nil
1803,gCO2e emissions,nil
1804,gCO2e emissions,nil
1805,gCO2e emissions,nil
1806,gCO2e emissions,nil
1807,gCO2e emissions,nil
1808,gCO2e emissions,nil
1809,gCO2e emissions,nil
1810,gCO2e emissions,nil
1811,gCO2e emissions,nil
1812,gCO2e emissions,nil
1813,gCO2e emissions,nil
1814,gCO2e emissions,nil
1815,gCO2e emissions,nil
1816,gCO2e emissions,nil
1817,gCO2e emissions,nil
1818,gCO2e emissions,nil
1819,gCO2e emissions,nil
1820,gCO2e emissions,nil
1821,gCO2e emissions,nil
1822,gCO2e emissions,nil
1823,gCO2e emissions,nil
1824,gCO2e emissions,nil
1825,gCO2e emissions,nil
1826,gCO2e emissions,nil
1827,gCO2e emissions,nil
1828,gCO2e emissions,nil
1829,gCO2e emissions,nil
1830,gCO2e emissions,nil
1831,gCO2e emissions,nil
1832,gCO2e emissions,nil
1833,gCO2e emissions,nil
1834,gCO2e emissions,nil
1835,gCO2e emissions,nil
1836,gCO2e emissions,nil
1837,gCO2e emissions,nil
1838,gCO2e emissions,nil
1839,gCO2e emissions,nil
1840,gCO2e emissions,nil
1841,gCO2e emissions,nil
1842,gCO2e emissions,nil
1843,gCO2e emissions,nil
1844,gCO2e emissions,nil
1845,gCO2e emissions,nil
1846,gCO2e emissions,nil
1847,gCO2e emissions,nil
1848,gCO2e emissions,nil
1849,gCO2e emissions,nil
1850,gCO2e emissions,nil
1851,gCO2e emissions,nil
1852,gCO2e emissions,nil
1853,gCO2e emissions,nil
1854,gCO2e emissions,nil
1855,gCO2e emissions,nil
1856,gCO2e emissions,nil
1857,gCO2e emissions,nil
1858,gCO2e emissions,nil
1859,gCO2e emissions,nil
1860,gCO2e emissions,nil
1861,gCO2e emissions,nil
1862,gCO2e emissions,nil
1863,gCO2e emissions,nil
1864,gCO2e emissions,nil
1865,gCO2e emissions,nil
1866,gCO2e emissions,nil
1867,gCO2e emissions,nil
1868,gCO2e emissions,nil
1869,gCO2e emissions,nil
1870,gCO2e emissions,nil
1871,gCO2e emissions,nil
1872,gCO2e emissions,nil
1873,gCO2e emissions,nil
1874,gCO2e emissions,nil
1875,gCO2e emissions,nil
1876,gCO2e emissions,nil
1877,gCO2e emissions,nil
1878,gCO2e emissions,nil
1879,gCO2e emissions,nil
1880,gCO2e emissions,nil
1881,gCO2e emissions,nil
1882,gCO2e emissions,nil
1883,gCO2e emissions,nil
1884,gCO2e emissions,nil
1885,gCO2e emissions,nil
1886,gCO2e emissions,nil
1887,gCO2e emissions,nil
1888,gCO2e emissions,nil
1889,gCO2e emissions,nil
1890,gCO2e emissions,nil
1891,gCO2e emissions,nil
1892,gCO2e emissions,nil
1893,gCO2e emissions,nil
1894,gCO2e emissions,nil
1895,gCO2e emissions,nil
1896,gCO2e emissions,nil
1897,gCO2e emissions,nil
1898,gCO2e emissions,nil
1899,gCO2e emissions,nil
1900,gCO2e emissions,nil
1901,gCO2e emissions,nil
1902,gCO2e emissions,nil
1903,gCO2e emissions,nil
1904,gCO2e emissions,nil
1905,gCO2e emissions,nil
1906,gCO2e emissions,nil
1907,gCO2e emissions,nil
1908,gCO2e emissions,nil
1909,gCO2e emissions,nil
1910,gCO2e emissions,nil
1911,gCO2e emissions,nil
1912,gCO2e emissions,nil
1913,gCO2e emissions,nil
1914,gCO2e emissions,nil
1915,gCO2e emissions,nil
1916,gCO2e emissions,nil
1917,gCO2e emissions,nil
1918,gCO2e emissions,nil
1919,gCO2e emissions,nil
1920,gCO2e emissions,nil
1921,gCO2e emissions,nil
1922,gCO2e emissions,nil
1923,gCO2e emissions,nil
1924,gCO2e emissions,nil
1925,gCO2e emissions,nil
1926,gCO2e emissions,nil
1927,gCO2e emissions,nil
1928,gCO2e emissions,nil
1929,gCO2e emissions,nil
1930,gCO2e emissions,nil
1931,gCO2e emissions,nil
1932,gCO2e emissions,nil
1933,gCO2e emissions,nil
1934,gCO2e emissions,nil
1935,gCO2e emissions,nil
1936,gCO2e emissions,nil
1937,gCO2e emissions,nil
1938,gCO2e emissions,nil
1939,gCO2e emissions,nil
1940,gCO2e emissions,nil
1941,gCO2e emissions,nil
1942,gCO2e emissions,nil
1943,gCO2e emissions,nil
1944,gCO2e emissions,nil
1945,gCO2e emissions,nil
1946,gCO2e emissions,nil
1947,gCO2e emissions,nil
1948,gCO2e emissions,nil
1949,gCO2e emissions,nil
1950,gCO2e emissions,nil
1951,gCO2e emissions,nil
1952,gCO2e emissions,nil
1953,gCO2e emissions,nil
1954,gCO2e emissions,nil
1955,gCO2e emissions,nil
1956,gCO2e emissions,nil
1957,gCO2e emissions,nil
1958,gCO2e emissions,nil
1959,gCO2e emissions,nil
1960,gCO2e emissions,nil
1961,gCO2e emissions,nil
1962,gCO2e emissions,nil
1963,gCO2e emissions,nil
1964,gCO2e emissions,nil
1965,gCO2e emissions,nil
1966,gCO2e emissions,nil
1967,gCO2e emissions,nil
1968,gCO2e emissions,nil
1969,gCO2e emissions,nil
1970,gCO2e emissions,nil
1971,gCO2e emissions,nil
1972,gCO2e emissions,nil
1973,gCO2e emissions,nil
1974,gCO2e emissions,nil
1975,gCO2e emissions,nil
1976,gCO2e emissions,nil
1977,gCO2e emissions,nil
1978,gCO2e emissions,nil
1979,gCO2e emissions,nil
1980,gCO2e emissions,nil
1981,gCO2e emissions,nil
1982,gCO2e emissions,nil
1983,gCO2e emissions,nil
1984,gCO2e emissions,nil
1985,gCO2e emissions,nil
1986,gCO2e emissions,nil
1987,gCO2e emissions,nil
1988,gCO2e emissions,nil
1989,gCO2e emissions,nil
1990,gCO2e emissions,nil
1991,gCO2e emissions,nil
1992,gCO2e emissions,nil
1993,gCO2e emissions,nil
1994,gCO2e emissions,nil
1995,gCO2e emissions,nil
1996,gCO2e emissions,nil
1997,gCO2e emissions,nil
1998,gCO2e emissions,nil
1999,gCO2e emissions,nil
2000,gCO2e emissions,nil
2001,gCO2e emissions,nil
2002,gCO2e emissions,nil
2003,gCO2e emissions,nil
2004,gCO2e emissions,nil
2005,gCO2e emissions,nil
2006,gCO2e emissions,nil
2007,gCO2e emissions,nil
2008,gCO2e emissions,nil
2009,gCO2e emissions,nil
2010,gCO2e emissions,nil
2011,gCO2e emissions,nil
2012,gCO2e emissions,nil
2013,gCO2e emissions,nil
2014,gCO2e emissions,nil
2015,gCO2e emissions,nil
2016,gCO2e emissions,nil
2017,gCO2e emissions,nil
2018,gCO2e emissions,nil
2019,gCO2e emissions,nil
2020,gCO2e emissions,nil
2021,gCO2e emissions,nil
2022,gCO2e emissions,nil
2023,gCO2e emissions,nil
2024,gCO2e emissions,nil
2025,gCO2e emissions,nil
2026,gCO2e emissions,nil
2027,gCO2e emissions,nil
2028,gCO2e emissions,nil
2029,gCO2e emissions,nil
2030,gCO2e emissions,nil
2031,gCO2e emissions,nil
2032,gCO2e emissions,nil
2033,gCO2e emissions,nil
2034,gCO2e emissions,nil
2035,gCO2e emissions,nil
2036,gCO2e emissions,nil
2037,gCO2e emissions,nil
2038,gCO2e emissions,nil
2039,gCO2e emissions,nil
2040,gCO2e emissions,nil
2041,gCO2e emissions,nil
2042,gCO2e emissions,nil
2043,gCO2e emissions,nil
2044,gCO2e emissions,nil
2045,gCO2e emissions,nil
2046,gCO2e emissions,nil
2047,gCO2e emissions,nil
2048,gCO2e emissions,nil
2049,gCO2e emissions,nil
2050,gCO2e emissions,nil
2051,gCO2e emissions,nil
2052,gCO2e emissions,nil
2053,gCO2e emissions,nil
2054,gCO2e emissions,nil
2055,gCO2e emissions,nil
2056,gCO2e emissions,nil
2057,gCO2e emissions,nil
2058,gCO2e emissions,nil
2059,gCO2e emissions,nil
2060,gCO2e emissions,nil
2061,gCO2e emissions,nil
2062,gCO2e emissions,nil
2063,gCO2e emissions,nil
2064,gCO2e emissions,nil
2065,gCO2e emissions,nil
2066,gCO2e emissions,nil
2067,gCO2e emissions,nil
2068,gCO2e emissions,nil
2069,gCO2e emissions,nil
2070,gCO2e emissions,nil
2071,gCO2e emissions,nil
2072,gCO2e emissions,nil
2073,gCO2e emissions,nil
2074,gCO2e emissions,nil
2075,gCO2e emissions,nil
2076,gCO2e emissions,nil
2077,gCO2e emissions,nil
2078,gCO2e emissions,nil
2079,gCO2e emissions,nil
2080,gCO2e emissions,nil
2081,gCO2e emissions,nil
2082,gCO2e emissions,nil
2083,gCO2e emissions,nil
2084,gCO2e emissions,nil
2085,gCO2e emissions,nil
2086,gCO2e emissions,nil
2087,gCO2e emissions,nil
2088,gCO2e emissions,nil
2089,gCO2e emissions,nil
2090,gCO2e emissions,nil
2091,gCO2e emissions,nil
2092,gCO2e emissions,nil
2093,gCO2e emissions,nil
2094,gCO2e emissions,nil
2095,gCO2e emissions,nil
2096,gCO2e emissions,nil
2097,gCO2e emissions,nil
2098,gCO2e emissions,nil
2099,gCO2e emissions,nil
2100,gCO2e emissions,nil
2101,gCO2e emissions,nil
2102,gCO2e emissions,nil
2103,gCO2e emissions,nil
2104,gCO2e emissions,nil
2105,gCO2e emissions,nil
2106,gCO2e emissions,nil
2107,gCO2e emissions,nil
2108,gCO2e emissions,nil
2109,gCO2e emissions,nil
2110,gCO2e emissions,nil
2111,gCO2e emissions,nil
2112,gCO2e emissions,nil
2113,gCO2e emissions,nil
2114,gCO2e emissions,nil
2115,gCO2e emissions,nil
2116,gCO2e emissions,nil
2117,gCO2e emissions,nil
2118,gCO2e emissions,nil
2119,gCO2e emissions,nil
2120,gCO2e emissions,nil
2121,gCO2e emissions,nil
2122,gCO2e emissions,nil
2123,gCO2e emissions,nil
2124,gCO2e emissions,nil
2125,gCO2e emissions,nil
2126,gCO2e emissions,nil
2127,gCO2e emissions,nil
2128,gCO2e emissions,nil
2129,gCO2e emissions,nil
2130,gCO2e emissions,nil
2131,gCO2e emissions,nil
2132,gCO2e emissions,nil
2133,gCO2e emissions,nil
2134,gCO2e emissions,nil
2135,gCO2e emissions,nil
2136,gCO2e emissions,nil
2137,gCO2e emissions,nil
2138,gCO2e emissions,nil
2139,gCO2e emissions,nil
2140,gCO2e emissions,nil
2141,gCO2e emissions,nil
2142,gCO2e emissions,nil
2143,gCO2e emissions,nil
2144,gCO2e emissions,nil
2145,gCO2e emissions,nil
2146,gCO2e emissions,nil
2147,gCO2e emissions,nil
2148,gCO2e emissions,nil
2149,gCO2e emissions,nil
2150,gCO2e emissions,nil
2151,gCO2e emissions,nil
2152,gCO2e emissions,nil
2153,gCO2e emissions,nil
2154,gCO2e emissions,nil
2155,gCO2e emissions,nil
2156,gCO2e emissions,nil
2157,gCO2e emissions,nil
2158,gCO2e emissions,nil
2159,gCO2e emissions,nil
2160,gCO2e emissions,nil
2161,gCO2e emissions,nil
2162,gCO2e emissions,nil
2163,gCO2e emissions,nil
2164,gCO2e emissions,nil
2165,gCO2e emissions,nil
2166,gCO2e emissions,nil
2167,gCO2e emissions,nil
2168,gCO2e emissions,nil
2169,gCO2e emissions,nil
2170,gCO2e emissions,nil
2171,gCO2e emissions,nil
2172,gCO2e emissions,nil
2173,gCO2e emissions,nil
2174,gCO2e emissions,nil
2175,gCO2e emissions,nil
2176,gCO2e emissions,nil
2177,gCO2e emissions,nil
2178,gCO2e emissions,nil
2179,gCO2e emissions,nil
2180,gCO2e emissions,nil
2181,gCO2e emissions,nil
2182,gCO2e emissions,nil
2183,gCO2e emissions,nil
2184,gCO2e emissions,nil
2185,gCO2e emissions,nil
2186,gCO2e emissions,nil
2187,gCO2e emissions,nil
2188,gCO2e emissions,nil
2189,gCO2e emissions,nil
2190,gCO2e emissions,nil
2191,gCO2e emissions,nil
2192,gCO2e emissions,nil
2193,gCO2e emissions,nil
2194,gCO2e emissions,nil
2195,gCO2e emissions,nil
2196,gCO2e emissions,nil
2197,gCO2e emissions,nil
2198,gCO2e emissions,nil
2199,gCO2e emissions,nil
2200,gCO2e emissions,nil
2201,gCO2e emissions,nil
2202,gCO2e emissions,nil
2203,gCO2e emissions,nil
2204,gCO2e emissions,nil
2205,gCO2e emissions,nil
2206,gCO2e emissions,nil
2207,gCO2e emissions,nil
2208,gCO2e emissions,nil
2209,gCO2e emissions,nil
2210,gCO2e emissions,nil
2211,gCO2e emissions,nil
2212,gCO2e emissions,nil
2213,gCO2e emissions,nil
2214,gCO2e emissions,nil
2215,gCO2e emissions,nil
2216,gCO2e emissions,nil
2217,gCO2e emissions,nil
2218,gCO2e emissions,nil
2219,gCO2e emissions,nil
2220,gCO2e emissions,nil
2221,gCO2e emissions,nil
2222,gCO2e emissions,nil
2223,gCO2e emissions,nil
2224,gCO2e emissions,nil
2225,gCO2e emissions,nil
2226,gCO2e emissions,nil
2227,gCO2e emissions,nil
2228,gCO2e emissions,nil
2229,gCO2e emissions,nil
2230,gCO2e emissions,nil
2231,gCO2e emissions,nil
2232,gCO2e emissions,nil
2233,gCO2e emissions,nil
2234,gCO2e emissions,nil
2235,gCO2e emissions,nil
2236,gCO2e emissions,nil
2237,gCO2e emissions,nil
2238,gCO2e emissions,nil
2239,gCO2e emissions,nil
2240,gCO2e emissions,nil
2241,gCO2e emissions,nil
2242,gCO2e emissions,nil
2243,gCO2e emissions,nil
2244,gCO2e emissions,nil
2245,gCO2e emissions,nil
2246,gCO2e emissions,nil
2247,gCO2e emissions,nil
2248,gCO2e emissions,nil
2249,gCO2e emissions,nil
2250,gCO2e emissions,nil
2251,gCO2e emissions,nil
2252,gCO2e emissions,nil
2253,gCO2e emissions,nil
2254,gCO2e emissions,nil
2255,gCO2e emissions,nil
2256,gCO2e emissions,nil
2257,gCO2e emissions,nil
2258,gCO2e emissions,nil
2259,gCO2e emissions,nil
2260,gCO2e emissions,nil
2261,gCO2e emissions,nil
2262,gCO2e emissions,nil
2263,gCO2e emissions,nil
2264,gCO2e emissions,nil
2265,gCO2e emissions,nil
2266,gCO2e emissions,nil
2267,gCO2e emissions,nil
2268,gCO2e emissions,nil
2269,gCO2e emissions,nil
2270,gCO2e emissions,nil
2271,gCO2e emissions,nil
2272,gCO2e emissions,nil
2273,gCO2e emissions,nil
2274,gCO2e emissions,nil
2275,gCO2e emissions,nil
2276,gCO2e emissions,nil
2277,gCO2e emissions,nil
2278,gCO2e emissions,nil
2279,gCO2e emissions,nil
2280,gCO2e emissions,nil
2281,gCO2e emissions,nil
2282,gCO2e emissions,nil
2283,gCO2e emissions,nil
2284,gCO2e emissions,nil
2285,gCO2e emissions,nil
2286,gCO2e emissions,nil
2287,gCO2e emissions,nil
2288,gCO2e emissions,nil
2289,gCO2e emissions,nil
2290,gCO2e emissions,nil
2291,gCO2e emissions,nil
2292,gCO2e emissions,nil
2293,gCO2e emissions,nil
2294,gCO2e emissions,nil
2295,gCO2e emissions,nil
2296,gCO2e emissions,nil
2297,gCO2e emissions,nil
2298,gCO2e emissions,nil
2299,gCO2e emissions,nil
2300,gCO2e emissions,nil
2301,gCO2e emissions,nil
2302,gCO2e emissions,nil
2303,gCO2e emissions,nil
2304,gCO2e emissions,nil
2305,gCO2e emissions,nil
2306,gCO2e emissions,nil
2307,gCO2e emissions,nil
2308,gCO2e emissions,nil
2309,gCO2e emissions,nil
2310,gCO2e emissions,nil
2311,gCO2e emissions,nil
2312,gCO2e emissions,nil
2313,gCO2e emissions,nil
2314,gCO2e emissions,nil
2315,gCO2e emissions,nil
2316,gCO2e emissions,nil
2317,gCO2e emissions,nil
2318,gCO2e emissions,nil
2319,gCO2e emissions,nil
2320,gCO2e emissions,nil
2321,gCO2e emissions,nil
2322,gCO2e emissions,nil
2323,gCO2e emissions,nil
2324,gCO2e emissions,nil
2325,gCO2e emissions,nil
2326,gCO2e emissions,nil
2327,gCO2e emissions,nil
2328,gCO2e emissions,nil
2329,gCO2e emissions,nil
2330,gCO2e emissions,nil
2331,gCO2e emissions,nil
2332,gCO2e emissions,nil
2333,gCO2e emissions,nil
2334,gCO2e emissions,nil
2335,gCO2e emissions,nil
2336,gCO2e emissions,nil
2337,gCO2e emissions,nil
2338,gCO2e emissions,nil
2339,gCO2e emissions,nil
2340,gCO2e emissions,nil
